visit_id,customer_id,visit_date,check_in_time,check_out_time,visit_type
51,703,2024-01-25,19:00:00,09:00:00,Climbing
52,502,2024-01-25,15:00:00,23:00:00,Climbing
53,25,2023-03-05,15:00:00,21:00:00,Climbing
54,187,2023-11-08,07:00:00,23:00:00,Climbing
55,288,2023-11-07,15:00:00,13:00:00,Climbing
56,628,2024-01-09,12:00:00,18:00:00,Climbing
57,338,2023-02-16,13:00:00,22:00:00,Climbing
58,37,2023-12-09,19:00:00,08:00:00,Climbing
59,794,2023-06-03,09:00:00,15:00:00,Climbing
60,137,2023-10-05,16:00:00,10:00:00,Class
61,508,2024-02-28,16:00:00,15:00:00,Climbing
62,227,2024-01-21,20:00:00,10:00:00,Climbing
63,320,2023-03-07,15:00:00,08:00:00,Climbing
64,182,2023-11-20,06:00:00,11:00:00,Class
65,86,2024-06-14,10:00:00,10:00:00,Climbing
66,467,2023-03-27,15:00:00,15:00:00,Climbing
67,53,2024-04-11,15:00:00,08:00:00,Climbing
68,235,2024-01-20,11:00:00,16:00:00,Class
69,779,2024-02-28,12:00:00,18:00:00,Climbing
70,799,2023-06-04,06:00:00,21:00:00,Climbing
71,433,2023-06-07,18:00:00,16:00:00,Class
72,496,2024-05-10,09:00:00,13:00:00,Climbing
73,100,2023-07-16,17:00:00,12:00:00,Climbing
74,599,2023-02-04,10:00:00,18:00:00,Climbing
75,403,2023-11-25,10:00:00,21:00:00,Climbing
76,396,2023-03-10,12:00:00,19:00:00,Climbing
77,527,2024-03-11,09:00:00,12:00:00,Climbing
78,415,2023-12-18,15:00:00,22:00:00,Climbing
79,613,2024-04-23,12:00:00,19:00:00,Climbing
80,677,2024-03-05,13:00:00,13:00:00,Climbing
81,463,2023-03-03,07:00:00,14:00:00,Climbing
82,541,2023-07-28,19:00:00,15:00:00,Climbing
83,626,2024-02-28,06:00:00,10:00:00,Class
84,619,2023-08-17,18:00:00,17:00:00,Climbing
85,364,2024-06-15,15:00:00,23:00:00,Climbing
86,130,2024-02-07,15:00:00,08:00:00,Class
87,84,2023-01-09,06:00:00,12:00:00,Climbing
88,271,2024-04-26,18:00:00,18:00:00,Climbing
89,244,2023-02-25,06:00:00,08:00:00,Climbing
90,388,2023-03-18,14:00:00,21:00:00,Climbing
91,214,2024-02-06,09:00:00,09:00:00,Climbing
92,166,2024-04-18,14:00:00,19:00:00,Climbing
93,791,2023-10-21,12:00:00,23:00:00,Class
94,59,2023-06-08,20:00:00,15:00:00,Class
95,602,2023-07-12,12:00:00,10:00:00,Class
96,504,2023-07-07,18:00:00,18:00:00,Climbing
97,706,2023-06-28,07:00:00,21:00:00,Climbing
98,123,2023-05-13,07:00:00,17:00:00,Climbing
99,648,2023-11-30,17:00:00,22:00:00,Climbing
100,413,2024-05-07,10:00:00,11:00:00,Climbing
101,139,2023-06-17,20:00:00,18:00:00,Climbing
102,229,2023-04-13,15:00:00,23:00:00,Climbing
103,274,2024-04-03,06:00:00,13:00:00,Climbing
104,439,2024-02-10,12:00:00,15:00:00,Climbing
105,562,2024-05-24,20:00:00,22:00:00,Climbing
106,118,2023-04-01,16:00:00,08:00:00,Climbing
107,714,2023-03-20,12:00:00,21:00:00,Climbing
108,483,2023-10-24,16:00:00,09:00:00,Climbing
109,395,2023-12-03,13:00:00,22:00:00,Climbing
110,703,2023-09-20,12:00:00,18:00:00,Climbing
111,460,2023-11-24,13:00:00,13:00:00,Climbing
112,693,2023-04-09,20:00:00,22:00:00,Climbing
113,78,2023-09-20,20:00:00,15:00:00,Climbing
114,412,2023-12-26,08:00:00,19:00:00,Climbing
115,75,2023-08-25,08:00:00,15:00:00,Climbing
116,295,2024-01-07,13:00:00,20:00:00,Climbing
117,793,2023-09-04,14:00:00,10:00:00,Climbing
118,21,2023-07-02,15:00:00,11:00:00,Class
119,171,2023-06-16,21:00:00,17:00:00,Climbing
120,15,2023-08-13,09:00:00,11:00:00,Class
121,211,2023-01-13,13:00:00,11:00:00,Climbing
122,560,2024-01-01,06:00:00,22:00:00,Climbing
123,86,2024-04-07,07:00:00,09:00:00,Climbing
124,149,2023-07-13,18:00:00,20:00:00,Climbing
125,700,2023-01-26,15:00:00,13:00:00,Climbing
126,372,2024-06-23,15:00:00,15:00:00,Climbing
127,480,2023-05-25,15:00:00,16:00:00,Climbing
128,151,2023-03-11,14:00:00,20:00:00,Climbing
129,141,2023-07-22,07:00:00,08:00:00,Climbing
130,69,2024-02-08,20:00:00,08:00:00,Climbing
131,260,2023-06-10,21:00:00,16:00:00,Climbing
132,521,2023-11-11,07:00:00,18:00:00,Climbing
133,633,2023-08-16,13:00:00,23:00:00,Climbing
134,371,2023-03-06,10:00:00,20:00:00,Class
135,419,2023-06-30,10:00:00,11:00:00,Climbing
136,101,2024-02-01,16:00:00,22:00:00,Climbing
137,661,2023-12-01,11:00:00,18:00:00,Climbing
138,658,2023-03-07,13:00:00,14:00:00,Climbing
139,243,2023-03-31,21:00:00,09:00:00,Climbing
140,753,2023-12-17,13:00:00,17:00:00,Class
141,512,2024-03-20,14:00:00,08:00:00,Climbing
142,555,2023-07-11,15:00:00,18:00:00,Class
143,95,2023-11-22,16:00:00,21:00:00,Class
144,226,2023-04-04,08:00:00,14:00:00,Climbing
145,518,2023-06-20,14:00:00,13:00:00,Climbing
146,214,2023-01-12,19:00:00,10:00:00,Climbing
147,718,2024-02-25,16:00:00,17:00:00,Climbing
148,67,2023-08-08,08:00:00,11:00:00,Climbing
149,396,2024-03-22,06:00:00,20:00:00,Climbing
150,612,2024-01-23,17:00:00,20:00:00,Climbing
151,12,2024-03-29,16:00:00,23:00:00,Climbing
152,237,2023-06-06,10:00:00,08:00:00,Climbing
153,770,2023-04-12,12:00:00,14:00:00,Climbing
154,399,2024-06-15,08:00:00,16:00:00,Climbing
155,407,2024-01-28,14:00:00,08:00:00,Climbing
156,480,2024-04-01,06:00:00,09:00:00,Climbing
157,647,2023-01-08,11:00:00,09:00:00,Climbing
158,222,2023-07-13,20:00:00,23:00:00,Climbing
159,156,2024-02-11,17:00:00,13:00:00,Climbing
160,654,2023-02-12,17:00:00,23:00:00,Climbing
161,428,2023-11-07,11:00:00,12:00:00,Class
162,158,2023-08-23,19:00:00,21:00:00,Class
163,416,2023-01-10,18:00:00,13:00:00,Climbing
164,326,2023-05-10,13:00:00,08:00:00,Class
165,371,2023-06-05,20:00:00,13:00:00,Climbing
166,344,2023-03-03,18:00:00,18:00:00,Class
167,262,2023-12-12,08:00:00,13:00:00,Climbing
168,283,2023-05-13,17:00:00,14:00:00,Climbing
169,229,2023-06-01,10:00:00,19:00:00,Climbing
170,280,2024-05-06,16:00:00,09:00:00,Class
171,290,2023-09-13,15:00:00,13:00:00,Climbing
172,680,2023-08-03,16:00:00,22:00:00,Climbing
173,47,2024-01-31,20:00:00,16:00:00,Climbing
174,715,2024-05-12,10:00:00,23:00:00,Climbing
175,214,2023-01-14,13:00:00,23:00:00,Climbing
176,758,2023-09-03,12:00:00,22:00:00,Climbing
177,24,2023-12-01,08:00:00,16:00:00,Climbing
178,321,2023-06-24,20:00:00,09:00:00,Climbing
179,274,2024-02-27,12:00:00,12:00:00,Class
180,556,2024-06-15,15:00:00,20:00:00,Climbing
181,313,2024-05-31,13:00:00,14:00:00,Climbing
182,363,2023-05-26,21:00:00,12:00:00,Climbing
183,668,2023-05-04,10:00:00,20:00:00,Climbing
184,380,2024-06-07,16:00:00,10:00:00,Climbing
185,711,2023-09-08,10:00:00,08:00:00,Climbing
186,674,2023-04-24,19:00:00,20:00:00,Climbing
187,470,2024-01-22,19:00:00,23:00:00,Climbing
188,746,2023-06-05,16:00:00,14:00:00,Climbing
189,675,2023-05-27,06:00:00,22:00:00,Class
190,116,2024-04-25,18:00:00,22:00:00,Climbing
191,605,2023-03-30,13:00:00,20:00:00,Class
192,42,2023-02-05,18:00:00,15:00:00,Climbing
193,796,2023-05-28,11:00:00,23:00:00,Climbing
194,379,2023-11-28,11:00:00,13:00:00,Class
195,722,2023-03-09,20:00:00,22:00:00,Climbing
196,206,2023-09-15,10:00:00,23:00:00,Climbing
197,466,2023-12-10,10:00:00,19:00:00,Climbing
198,732,2024-04-09,19:00:00,19:00:00,Climbing
199,280,2023-05-06,08:00:00,14:00:00,Climbing
200,648,2024-03-23,21:00:00,16:00:00,Climbing
201,618,2023-05-09,17:00:00,21:00:00,Climbing
202,118,2024-01-06,20:00:00,09:00:00,Climbing
203,237,2023-08-24,08:00:00,12:00:00,Climbing
204,309,2023-03-04,21:00:00,10:00:00,Climbing
205,456,2024-01-26,07:00:00,19:00:00,Climbing
206,475,2023-04-30,14:00:00,20:00:00,Climbing
207,100,2023-04-07,13:00:00,09:00:00,Climbing
208,261,2023-07-16,16:00:00,10:00:00,Climbing
209,305,2023-12-24,08:00:00,11:00:00,Climbing
210,354,2023-05-08,10:00:00,21:00:00,Climbing
211,286,2023-04-11,20:00:00,09:00:00,Climbing
212,328,2023-01-06,15:00:00,09:00:00,Climbing
213,103,2023-09-15,20:00:00,15:00:00,Climbing
214,63,2023-08-23,10:00:00,21:00:00,Climbing
215,687,2023-05-08,13:00:00,10:00:00,Climbing
216,282,2023-01-30,11:00:00,10:00:00,Class
217,441,2023-08-23,12:00:00,11:00:00,Climbing
218,293,2024-03-07,10:00:00,18:00:00,Climbing
219,738,2024-01-27,21:00:00,12:00:00,Climbing
220,7,2024-04-15,17:00:00,10:00:00,Climbing
221,639,2023-01-06,06:00:00,13:00:00,Climbing
222,92,2024-06-12,13:00:00,17:00:00,Climbing
223,190,2023-07-06,21:00:00,10:00:00,Climbing
224,476,2024-06-25,09:00:00,22:00:00,Class
225,511,2023-05-19,21:00:00,15:00:00,Climbing
226,462,2023-09-15,10:00:00,11:00:00,Climbing
227,53,2023-07-13,06:00:00,12:00:00,Climbing
228,754,2023-07-14,08:00:00,10:00:00,Climbing
229,486,2024-04-05,20:00:00,12:00:00,Climbing
230,644,2024-02-13,07:00:00,18:00:00,Climbing
231,490,2024-06-26,21:00:00,20:00:00,Climbing
232,364,2023-12-02,17:00:00,14:00:00,Climbing
233,112,2023-09-11,07:00:00,10:00:00,Climbing
234,409,2023-02-19,18:00:00,10:00:00,Climbing
235,7,2024-06-29,06:00:00,08:00:00,Climbing
236,742,2023-10-29,11:00:00,09:00:00,Class
237,668,2024-01-19,20:00:00,11:00:00,Climbing
238,197,2023-08-11,20:00:00,19:00:00,Class
239,735,2023-10-27,13:00:00,16:00:00,Climbing
240,367,2024-05-30,08:00:00,10:00:00,Climbing
241,250,2023-04-02,06:00:00,17:00:00,Climbing
242,595,2023-06-09,19:00:00,12:00:00,Class
243,240,2023-03-25,15:00:00,16:00:00,Climbing
244,380,2024-03-09,07:00:00,11:00:00,Climbing
245,471,2023-02-03,08:00:00,11:00:00,Climbing
246,775,2023-02-14,11:00:00,13:00:00,Class
247,701,2023-06-13,19:00:00,14:00:00,Class
248,455,2023-10-09,08:00:00,21:00:00,Climbing
249,366,2023-08-11,14:00:00,19:00:00,Climbing
250,290,2023-01-25,17:00:00,18:00:00,Climbing
251,403,2024-06-07,06:00:00,13:00:00,Climbing
252,58,2024-06-05,12:00:00,20:00:00,Class
253,521,2023-06-02,15:00:00,20:00:00,Climbing
254,304,2024-02-05,13:00:00,20:00:00,Climbing
255,115,2023-11-13,14:00:00,18:00:00,Climbing
256,210,2023-05-10,13:00:00,22:00:00,Climbing
257,41,2023-05-24,10:00:00,11:00:00,Climbing
258,173,2023-09-26,06:00:00,21:00:00,Climbing
259,234,2023-08-18,20:00:00,14:00:00,Climbing
260,793,2023-06-09,06:00:00,22:00:00,Climbing
261,590,2024-03-17,19:00:00,21:00:00,Climbing
262,620,2023-09-21,20:00:00,19:00:00,Climbing
263,793,2023-12-25,13:00:00,18:00:00,Class
264,403,2023-04-14,12:00:00,17:00:00,Climbing
265,39,2023-10-19,10:00:00,10:00:00,Climbing
266,119,2023-06-23,21:00:00,10:00:00,Climbing
267,335,2023-10-15,15:00:00,19:00:00,Climbing
268,336,2024-03-03,08:00:00,20:00:00,Climbing
269,539,2024-02-25,14:00:00,14:00:00,Climbing
270,616,2023-07-13,09:00:00,19:00:00,Climbing
271,74,2024-01-15,19:00:00,13:00:00,Class
272,191,2024-05-29,11:00:00,09:00:00,Climbing
273,324,2023-12-09,16:00:00,08:00:00,Climbing
274,147,2023-03-23,09:00:00,13:00:00,Climbing
275,767,2024-01-07,14:00:00,16:00:00,Climbing
276,284,2023-02-27,09:00:00,10:00:00,Climbing
277,213,2024-04-22,19:00:00,16:00:00,Climbing
278,635,2023-10-10,13:00:00,22:00:00,Climbing
279,718,2023-07-30,16:00:00,13:00:00,Climbing
280,752,2023-02-01,17:00:00,20:00:00,Climbing
281,394,2023-07-28,17:00:00,11:00:00,Climbing
282,339,2024-05-09,08:00:00,17:00:00,Class
283,798,2023-01-12,13:00:00,17:00:00,Climbing
284,22,2023-09-17,20:00:00,17:00:00,Climbing
285,771,2024-05-24,16:00:00,21:00:00,Class
286,105,2023-08-04,08:00:00,21:00:00,Climbing
287,466,2023-08-23,19:00:00,23:00:00,Climbing
288,459,2023-11-13,21:00:00,23:00:00,Climbing
289,432,2023-09-11,16:00:00,19:00:00,Climbing
290,770,2023-04-03,10:00:00,20:00:00,Climbing
291,716,2023-01-11,06:00:00,09:00:00,Class
292,774,2023-11-30,11:00:00,16:00:00,Climbing
293,619,2024-05-18,20:00:00,20:00:00,Climbing
294,763,2023-02-28,16:00:00,12:00:00,Climbing
295,221,2023-04-26,07:00:00,21:00:00,Climbing
296,379,2023-07-22,17:00:00,21:00:00,Climbing
297,222,2024-03-18,08:00:00,12:00:00,Climbing
298,258,2023-05-28,16:00:00,09:00:00,Climbing
299,713,2024-04-27,06:00:00,12:00:00,Class
300,367,2023-01-31,16:00:00,13:00:00,Climbing
301,770,2024-05-29,11:00:00,09:00:00,Climbing
302,349,2023-11-03,10:00:00,08:00:00,Class
303,225,2023-12-27,15:00:00,23:00:00,Climbing
304,714,2023-07-21,07:00:00,13:00:00,Climbing
305,738,2024-03-03,20:00:00,16:00:00,Climbing
306,236,2023-04-02,21:00:00,16:00:00,Climbing
307,183,2023-01-27,16:00:00,21:00:00,Climbing
308,712,2023-08-05,13:00:00,21:00:00,Climbing
309,758,2024-04-11,14:00:00,16:00:00,Climbing
310,444,2024-02-17,19:00:00,20:00:00,Climbing
311,623,2023-10-10,19:00:00,12:00:00,Class
312,6,2023-11-09,08:00:00,22:00:00,Climbing
313,236,2023-03-13,17:00:00,17:00:00,Climbing
314,127,2024-04-04,11:00:00,22:00:00,Climbing
315,104,2024-03-06,11:00:00,08:00:00,Climbing
316,749,2023-12-26,21:00:00,10:00:00,Climbing
317,480,2023-09-13,19:00:00,15:00:00,Climbing
318,155,2024-06-11,15:00:00,16:00:00,Class
319,257,2024-04-25,11:00:00,11:00:00,Climbing
320,235,2023-12-19,13:00:00,18:00:00,Climbing
321,500,2023-07-23,17:00:00,19:00:00,Climbing
322,289,2023-12-05,10:00:00,10:00:00,Climbing
323,510,2023-11-11,15:00:00,21:00:00,Climbing
324,552,2023-08-04,15:00:00,09:00:00,Class
325,800,2023-06-17,18:00:00,22:00:00,Climbing
326,709,2023-08-11,13:00:00,12:00:00,Climbing
327,785,2023-11-10,17:00:00,09:00:00,Climbing
328,776,2023-08-23,08:00:00,18:00:00,Climbing
329,569,2023-05-25,21:00:00,16:00:00,Climbing
330,298,2024-02-21,12:00:00,17:00:00,Climbing
331,610,2023-10-18,06:00:00,18:00:00,Climbing
332,137,2023-02-07,09:00:00,16:00:00,Climbing
333,376,2023-07-21,10:00:00,20:00:00,Climbing
334,87,2024-04-29,12:00:00,10:00:00,Climbing
335,419,2024-02-18,19:00:00,11:00:00,Climbing
336,754,2023-06-26,11:00:00,19:00:00,Climbing
337,199,2024-05-28,18:00:00,23:00:00,Climbing
338,463,2023-02-11,11:00:00,19:00:00,Climbing
339,437,2024-06-09,18:00:00,16:00:00,Climbing
340,310,2023-05-15,20:00:00,23:00:00,Climbing
341,596,2023-01-05,07:00:00,22:00:00,Climbing
342,754,2023-08-26,16:00:00,08:00:00,Climbing
343,281,2023-07-16,21:00:00,23:00:00,Climbing
344,323,2023-10-22,07:00:00,14:00:00,Climbing
345,764,2024-03-11,07:00:00,09:00:00,Climbing
346,702,2024-04-05,15:00:00,16:00:00,Climbing
347,152,2023-08-08,18:00:00,18:00:00,Climbing
348,302,2023-08-24,21:00:00,19:00:00,Class
349,278,2023-03-23,17:00:00,22:00:00,Climbing
350,651,2023-01-27,13:00:00,20:00:00,Climbing
351,688,2023-12-17,12:00:00,21:00:00,Class
352,8,2023-02-05,21:00:00,19:00:00,Climbing
353,235,2024-02-06,06:00:00,10:00:00,Climbing
354,675,2023-10-22,14:00:00,13:00:00,Class
355,561,2023-04-19,16:00:00,12:00:00,Climbing
356,302,2023-10-23,16:00:00,23:00:00,Climbing
357,38,2023-04-11,21:00:00,09:00:00,Climbing
358,136,2023-08-28,13:00:00,16:00:00,Class
359,421,2024-03-13,18:00:00,23:00:00,Climbing
360,219,2023-09-10,14:00:00,10:00:00,Class
361,348,2023-03-23,09:00:00,13:00:00,Climbing
362,546,2024-01-31,10:00:00,16:00:00,Climbing
363,79,2023-04-13,16:00:00,22:00:00,Class
364,748,2024-02-08,10:00:00,15:00:00,Climbing
365,273,2023-09-20,21:00:00,17:00:00,Class
366,161,2023-09-06,16:00:00,12:00:00,Climbing
367,687,2024-04-10,14:00:00,13:00:00,Class
368,308,2024-01-23,20:00:00,10:00:00,Class
369,374,2023-01-19,13:00:00,22:00:00,Climbing
370,733,2023-06-12,18:00:00,12:00:00,Climbing
371,9,2024-04-21,21:00:00,13:00:00,Climbing
372,444,2023-01-11,15:00:00,21:00:00,Climbing
373,113,2023-10-26,21:00:00,10:00:00,Climbing
374,205,2024-02-03,11:00:00,17:00:00,Climbing
375,405,2023-12-07,20:00:00,09:00:00,Climbing
376,698,2024-02-21,16:00:00,17:00:00,Climbing
377,197,2024-02-01,15:00:00,16:00:00,Class
378,778,2024-01-14,16:00:00,14:00:00,Climbing
379,774,2024-03-25,20:00:00,11:00:00,Climbing
380,760,2023-12-20,21:00:00,20:00:00,Climbing
381,115,2023-08-09,15:00:00,10:00:00,Climbing
382,121,2023-09-16,06:00:00,20:00:00,Class
383,653,2024-01-28,20:00:00,11:00:00,Climbing
384,65,2024-04-24,12:00:00,16:00:00,Climbing
385,276,2023-05-29,14:00:00,16:00:00,Climbing
386,239,2023-07-07,17:00:00,19:00:00,Climbing
387,302,2024-05-24,09:00:00,13:00:00,Climbing
388,392,2023-11-13,09:00:00,18:00:00,Climbing
389,522,2023-04-08,10:00:00,19:00:00,Climbing
390,369,2023-12-30,21:00:00,16:00:00,Climbing
391,233,2024-06-25,20:00:00,21:00:00,Class
392,195,2024-03-26,13:00:00,16:00:00,Climbing
393,12,2024-02-12,16:00:00,13:00:00,Climbing
394,689,2023-04-24,10:00:00,12:00:00,Climbing
395,177,2024-04-24,09:00:00,18:00:00,Class
396,217,2023-10-15,13:00:00,10:00:00,Class
397,11,2024-05-01,16:00:00,08:00:00,Climbing
398,446,2023-06-30,10:00:00,11:00:00,Class
399,630,2023-02-03,13:00:00,08:00:00,Class
400,164,2023-09-18,06:00:00,20:00:00,Climbing
401,551,2023-05-28,08:00:00,23:00:00,Climbing
402,53,2024-01-27,12:00:00,19:00:00,Climbing
403,218,2024-06-07,17:00:00,08:00:00,Climbing
404,718,2024-01-13,06:00:00,21:00:00,Climbing
405,360,2024-04-30,16:00:00,22:00:00,Climbing
406,385,2023-09-05,10:00:00,13:00:00,Class
407,56,2024-02-27,11:00:00,23:00:00,Climbing
408,118,2024-04-06,19:00:00,18:00:00,Climbing
409,253,2024-01-24,17:00:00,12:00:00,Climbing
410,798,2023-10-05,18:00:00,14:00:00,Climbing
411,780,2023-12-09,06:00:00,08:00:00,Climbing
412,180,2024-01-19,12:00:00,08:00:00,Climbing
413,415,2023-05-19,14:00:00,15:00:00,Climbing
414,235,2024-03-18,14:00:00,13:00:00,Climbing
415,708,2024-06-03,08:00:00,23:00:00,Climbing
416,80,2023-09-12,09:00:00,15:00:00,Climbing
417,647,2024-01-19,20:00:00,22:00:00,Climbing
418,22,2024-02-08,19:00:00,21:00:00,Climbing
419,477,2023-12-29,06:00:00,13:00:00,Climbing
420,440,2023-10-27,18:00:00,13:00:00,Climbing
421,737,2024-04-27,09:00:00,17:00:00,Climbing
422,570,2023-09-03,19:00:00,22:00:00,Class
423,93,2023-02-03,10:00:00,14:00:00,Climbing
424,192,2024-04-06,12:00:00,19:00:00,Class
425,103,2024-01-04,10:00:00,23:00:00,Climbing
426,396,2024-04-09,13:00:00,09:00:00,Climbing
427,7,2023-03-17,12:00:00,23:00:00,Climbing
428,640,2023-01-17,06:00:00,10:00:00,Climbing
429,567,2024-05-26,17:00:00,19:00:00,Class
430,231,2023-03-22,07:00:00,20:00:00,Climbing
431,574,2024-03-18,12:00:00,11:00:00,Climbing
432,240,2024-03-26,08:00:00,22:00:00,Climbing
433,90,2024-01-23,07:00:00,21:00:00,Climbing
434,232,2023-03-13,16:00:00,08:00:00,Class
435,457,2024-01-01,17:00:00,16:00:00,Climbing
436,233,2024-05-01,19:00:00,16:00:00,Class
437,354,2023-08-21,14:00:00,23:00:00,Climbing
438,333,2023-08-15,17:00:00,11:00:00,Climbing
439,439,2023-08-31,15:00:00,08:00:00,Climbing
440,375,2023-02-15,18:00:00,08:00:00,Climbing
441,292,2024-05-02,13:00:00,13:00:00,Climbing
442,345,2024-04-20,13:00:00,09:00:00,Climbing
443,664,2024-06-29,08:00:00,08:00:00,Climbing
444,428,2023-11-17,16:00:00,17:00:00,Climbing
445,657,2024-02-15,15:00:00,18:00:00,Climbing
446,130,2023-04-21,14:00:00,19:00:00,Class
447,141,2024-01-01,13:00:00,09:00:00,Climbing
448,415,2023-12-22,17:00:00,14:00:00,Climbing
449,93,2024-05-07,07:00:00,23:00:00,Class
450,626,2024-03-30,12:00:00,21:00:00,Climbing
451,284,2024-05-28,13:00:00,11:00:00,Climbing
452,655,2024-04-20,17:00:00,14:00:00,Climbing
453,223,2024-04-20,12:00:00,14:00:00,Class
454,744,2023-02-04,14:00:00,11:00:00,Climbing
455,463,2024-04-07,18:00:00,20:00:00,Climbing
456,545,2023-11-29,12:00:00,09:00:00,Climbing
457,276,2023-07-28,17:00:00,16:00:00,Climbing
458,682,2023-01-31,12:00:00,22:00:00,Class
459,140,2024-01-06,06:00:00,23:00:00,Climbing
460,357,2023-06-29,07:00:00,21:00:00,Climbing
461,713,2023-09-13,19:00:00,21:00:00,Class
462,23,2024-01-08,10:00:00,20:00:00,Climbing
463,736,2024-05-13,18:00:00,17:00:00,Climbing
464,270,2024-03-27,18:00:00,21:00:00,Climbing
465,665,2023-09-04,16:00:00,17:00:00,Class
466,333,2023-08-01,19:00:00,10:00:00,Climbing
467,85,2023-05-12,06:00:00,08:00:00,Climbing
468,621,2023-07-23,17:00:00,18:00:00,Climbing
469,31,2023-03-02,15:00:00,15:00:00,Class
470,741,2024-06-15,20:00:00,11:00:00,Climbing
471,240,2023-11-10,21:00:00,16:00:00,Climbing
472,363,2023-03-11,12:00:00,15:00:00,Climbing
473,389,2023-07-12,10:00:00,18:00:00,Class
474,653,2023-10-27,18:00:00,18:00:00,Class
475,668,2023-10-19,10:00:00,14:00:00,Climbing
476,299,2023-01-20,13:00:00,22:00:00,Climbing
477,371,2024-06-04,14:00:00,16:00:00,Climbing
478,99,2023-05-31,15:00:00,09:00:00,Climbing
479,47,2023-01-09,06:00:00,11:00:00,Climbing
480,422,2023-02-11,15:00:00,20:00:00,Climbing
481,480,2023-11-14,09:00:00,21:00:00,Class
482,579,2023-03-17,20:00:00,12:00:00,Climbing
483,62,2023-01-23,16:00:00,23:00:00,Climbing
484,109,2023-07-27,07:00:00,12:00:00,Climbing
485,679,2023-12-07,21:00:00,19:00:00,Climbing
486,549,2023-03-03,19:00:00,08:00:00,Climbing
487,119,2023-06-21,14:00:00,16:00:00,Climbing
488,598,2023-08-17,14:00:00,22:00:00,Climbing
489,382,2023-03-29,06:00:00,16:00:00,Climbing
490,392,2023-10-04,08:00:00,12:00:00,Climbing
491,52,2023-02-16,15:00:00,17:00:00,Climbing
492,603,2023-01-26,13:00:00,10:00:00,Climbing
493,289,2023-10-12,07:00:00,15:00:00,Class
494,337,2023-05-16,07:00:00,14:00:00,Climbing
495,204,2023-02-22,07:00:00,12:00:00,Climbing
496,238,2023-08-20,18:00:00,19:00:00,Climbing
497,382,2024-05-15,10:00:00,08:00:00,Climbing
498,667,2024-02-01,19:00:00,14:00:00,Climbing
499,752,2024-03-22,14:00:00,18:00:00,Climbing
500,136,2024-04-21,12:00:00,08:00:00,Climbing
501,407,2024-06-16,18:00:00,08:00:00,Climbing
502,508,2024-02-22,12:00:00,16:00:00,Climbing
503,362,2023-11-29,20:00:00,13:00:00,Class
