climb_id,route_id,customer_id,climb_date,completed
111,157,216,2023-12-12,Yes
112,53,425,2023-08-04,No
113,282,15,2023-06-24,Yes
114,379,396,2023-03-14,Yes
115,197,787,2023-10-19,No
116,106,141,2023-11-08,Yes
117,73,370,2024-01-12,No
118,19,161,2024-03-07,No
119,122,628,2023-08-14,No
120,187,350,2023-10-22,No
121,229,647,2023-02-05,No
122,229,44,2023-08-17,No
123,78,274,2023-03-14,Yes
124,131,445,2023-01-01,Yes
125,186,746,2023-02-02,Yes
126,302,238,2023-01-14,Yes
127,101,304,2023-08-03,Yes
128,200,674,2023-07-30,No
129,70,597,2023-04-19,No
130,57,455,2023-09-12,No
131,134,30,2023-02-13,No
132,375,592,2023-06-09,No
133,187,699,2023-01-25,No
134,295,569,2023-01-04,No
135,126,447,2023-11-18,No
136,69,687,2024-01-28,Yes
137,330,423,2023-05-22,No
138,52,470,2024-01-14,Yes
139,111,400,2023-12-10,No
140,359,709,2024-02-29,Yes
141,38,92,2023-04-23,No
142,71,379,2023-09-21,Yes
143,367,607,2023-04-26,Yes
144,74,532,2024-04-21,No
145,185,337,2023-12-20,No
146,135,798,2023-02-16,No
147,292,676,2023-07-20,Yes
148,306,78,2023-01-21,No
149,328,241,2024-06-22,No
150,296,537,2024-03-26,Yes
151,40,509,2023-07-13,No
152,307,301,2023-07-30,Yes
153,220,168,2023-07-22,Yes
154,90,66,2023-12-26,Yes
155,20,490,2023-07-10,Yes
156,2,282,2023-04-27,Yes
157,366,459,2023-05-27,No
158,252,582,2024-03-11,Yes
159,81,294,2023-02-26,Yes
160,169,595,2023-08-24,Yes
161,185,595,2023-08-05,Yes
162,39,503,2023-11-01,Yes
163,154,55,2023-02-03,Yes
164,95,362,2023-01-19,Yes
165,328,569,2024-01-15,No
166,307,446,2023-10-14,No
167,71,326,2023-03-08,Yes
168,21,605,2023-07-30,Yes
169,58,142,2023-10-14,Yes
170,23,202,2023-07-13,Yes
171,333,485,2023-03-04,Yes
172,119,242,2023-03-24,Yes
173,298,571,2023-05-15,Yes
174,298,292,2023-01-01,No
175,348,714,2024-02-03,Yes
176,96,282,2024-01-11,Yes
177,148,522,2024-04-27,Yes
178,190,468,2023-03-04,Yes
179,269,469,2023-12-03,No
180,170,59,2024-01-30,No
181,383,64,2023-11-29,Yes
182,66,338,2023-07-14,No
183,43,524,2023-06-28,No
184,211,717,2023-03-17,Yes
185,49,132,2024-06-15,No
186,347,475,2023-03-02,Yes
187,140,747,2024-01-09,Yes
188,246,668,2024-04-29,Yes
189,40,308,2024-05-07,No
190,380,459,2024-05-20,No
191,348,508,2023-12-27,Yes
192,120,458,2023-03-13,Yes
193,132,27,2023-10-12,Yes
194,92,156,2023-08-28,Yes
195,42,127,2024-01-03,Yes
196,236,10,2023-09-08,Yes
197,221,28,2024-03-25,Yes
198,396,616,2023-08-14,No
199,369,771,2024-02-17,Yes
200,278,527,2024-06-04,Yes
201,68,431,2024-02-02,Yes
202,89,737,2024-02-22,Yes
203,370,337,2024-01-24,Yes
204,72,757,2024-04-04,Yes
205,221,283,2023-06-09,Yes
206,71,612,2024-06-26,No
207,392,87,2024-03-11,Yes
208,18,311,2024-02-19,No
209,90,489,2023-02-18,Yes
210,60,284,2023-07-02,No
211,228,795,2023-05-19,Yes
212,31,83,2023-03-03,Yes
213,113,74,2024-05-14,No
214,6,590,2023-11-30,Yes
215,228,618,2024-05-05,Yes
216,146,363,2023-10-19,Yes
217,241,1,2024-05-13,Yes
218,310,322,2024-05-21,Yes
219,168,658,2023-12-23,Yes
220,236,102,2023-10-02,Yes
221,202,561,2023-05-02,Yes
222,89,728,2024-05-15,No
223,164,341,2024-03-02,Yes
224,6,609,2023-07-03,No
225,23,300,2024-01-01,Yes
226,48,744,2023-12-01,Yes
227,100,524,2023-02-28,Yes
228,87,162,2024-05-24,Yes
229,343,25,2023-01-04,Yes
230,117,698,2024-03-28,No
231,292,572,2023-10-07,Yes
232,366,508,2024-03-27,Yes
233,301,301,2023-10-31,Yes
234,342,95,2023-03-25,Yes
235,343,132,2023-09-17,Yes
236,42,153,2024-04-25,No
237,329,56,2023-05-06,Yes
238,285,162,2023-03-07,Yes
239,21,610,2023-08-15,Yes
240,230,59,2024-03-19,Yes
241,165,165,2024-01-21,Yes
242,195,166,2024-06-29,No
243,289,766,2024-04-26,Yes
244,242,503,2023-04-04,Yes
245,317,301,2024-03-07,No
246,304,406,2024-01-28,Yes
247,80,76,2023-04-17,No
248,156,195,2024-03-02,No
249,20,4,2023-05-13,No
250,43,48,2023-09-07,No
251,74,648,2023-06-01,Yes
252,243,416,2023-09-04,No
253,284,151,2023-06-15,Yes
254,365,551,2023-12-27,Yes
255,100,78,2024-03-14,Yes
256,8,787,2023-01-11,Yes
257,103,315,2023-08-09,No
258,344,569,2023-03-21,No
259,321,485,2023-01-11,Yes
260,316,149,2024-06-21,No
261,141,651,2024-01-04,No
262,397,676,2023-09-05,Yes
263,233,11,2023-08-24,Yes
264,22,89,2024-04-04,No
265,271,440,2023-11-09,No
266,335,472,2024-02-14,No
267,226,24,2024-05-18,Yes
268,47,331,2024-04-28,Yes
269,36,750,2023-02-21,Yes
270,352,88,2023-09-23,Yes
271,269,529,2023-12-13,No
272,255,490,2023-09-11,Yes
273,281,572,2023-06-08,Yes
274,53,37,2024-05-16,Yes
275,86,634,2024-05-06,Yes
276,195,488,2024-04-05,Yes
277,372,361,2024-05-25,No
278,29,658,2024-02-11,No
279,169,217,2023-08-02,Yes
280,68,308,2023-09-30,Yes
281,310,8,2024-03-26,No
282,168,704,2024-05-13,Yes
283,351,295,2024-01-02,No
284,354,541,2023-11-14,Yes
285,145,590,2024-05-03,Yes
286,373,421,2024-02-15,No
287,244,211,2024-05-14,No
288,346,322,2024-04-27,No
289,345,787,2023-06-29,Yes
290,4,194,2023-03-13,No
291,60,728,2024-01-20,Yes
292,359,56,2024-05-25,No
293,252,653,2024-05-12,No
294,52,357,2024-05-18,Yes
295,157,769,2024-04-21,Yes
296,102,655,2023-08-28,Yes
297,91,437,2024-05-27,Yes
298,263,391,2023-12-15,Yes
299,294,80,2024-03-30,No
300,206,7,2023-06-13,Yes
301,116,220,2023-10-01,Yes
302,44,191,2023-03-06,No
303,215,465,2023-03-26,Yes
304,52,279,2024-03-17,No
305,99,569,2024-05-31,Yes
306,222,791,2023-10-16,Yes
307,93,280,2023-09-23,No
308,307,341,2024-05-30,No
309,69,342,2024-03-30,Yes
310,270,218,2023-04-10,Yes
311,271,36,2023-01-23,No
312,399,199,2024-06-03,Yes
313,126,568,2023-10-23,Yes
314,124,81,2023-12-20,Yes
315,163,630,2023-10-18,Yes
316,11,651,2024-02-09,Yes
317,221,357,2024-05-05,No
318,293,311,2024-06-27,No
319,72,537,2023-07-18,Yes
320,370,553,2023-10-12,Yes
321,143,304,2024-04-28,Yes
322,45,563,2023-08-27,Yes
323,76,8,2023-07-16,Yes
324,239,388,2024-06-14,Yes
325,231,421,2024-02-05,Yes
326,8,357,2023-10-05,No
327,280,718,2024-03-11,No
328,32,304,2023-06-24,No
329,71,14,2023-11-19,Yes
330,281,151,2024-01-24,Yes
331,369,33,2024-01-27,Yes
332,229,115,2023-04-18,Yes
333,337,210,2024-06-28,No
334,382,122,2024-02-17,Yes
335,351,458,2024-02-11,No
336,127,333,2023-11-17,Yes
337,394,110,2023-07-07,Yes
338,247,24,2023-09-25,Yes
339,107,376,2023-08-21,Yes
340,242,242,2023-03-04,No
341,184,750,2024-05-20,No
342,1,432,2023-10-05,No
343,265,176,2023-01-24,Yes
344,106,246,2023-08-18,Yes
345,304,746,2023-08-19,No
346,394,373,2023-02-17,Yes
347,218,131,2023-04-18,Yes
348,186,741,2023-02-12,Yes
349,45,123,2023-03-29,No
350,274,394,2023-03-04,No
351,315,101,2024-05-08,Yes
352,195,60,2024-02-29,No
353,337,464,2024-04-22,No
354,15,746,2023-03-17,No
355,163,644,2024-01-02,Yes
356,141,178,2024-05-08,Yes
357,322,613,2024-06-05,Yes
358,355,617,2023-02-01,Yes
359,57,36,2023-07-27,Yes
360,317,757,2023-07-18,Yes
361,342,569,2023-04-13,Yes
362,210,508,2023-03-26,Yes
363,341,458,2023-07-22,Yes
364,395,599,2024-01-25,Yes
365,113,17,2024-02-04,No
366,250,456,2023-11-12,Yes
367,117,354,2024-03-05,No
368,57,65,2024-01-20,No
369,113,84,2024-03-11,No
370,175,505,2024-06-17,Yes
371,298,100,2023-11-13,Yes
372,388,155,2024-02-24,Yes
373,290,238,2024-03-31,Yes
374,56,270,2024-05-14,Yes
375,69,226,2023-10-26,No
376,41,607,2024-05-17,Yes
377,161,364,2023-10-22,No
378,254,770,2024-01-15,Yes
379,44,109,2023-07-10,No
380,92,249,2024-06-22,No
381,84,156,2023-04-29,Yes
382,330,22,2023-05-22,Yes
383,158,264,2023-05-18,No
384,116,755,2023-08-19,Yes
385,380,304,2024-02-25,No
386,195,187,2024-06-22,Yes
387,284,598,2023-12-04,No
388,223,511,2023-12-04,No
389,296,257,2023-10-16,No
390,103,625,2024-05-08,Yes
391,31,470,2023-07-01,Yes
392,322,448,2023-04-14,Yes
393,95,184,2023-05-06,No
394,18,633,2024-04-15,No
395,10,410,2023-04-03,No
396,160,391,2023-10-01,Yes
397,368,637,2023-06-25,No
398,328,80,2023-04-11,Yes
399,213,653,2023-11-09,Yes
400,213,288,2024-04-12,No
401,171,387,2023-06-24,Yes
402,302,149,2023-03-07,Yes
403,223,415,2023-12-07,Yes
404,349,728,2024-02-09,No
405,137,635,2023-11-02,No
406,11,583,2023-03-06,No
407,327,626,2023-01-03,No
408,133,423,2023-02-17,No
409,328,620,2024-05-19,Yes
410,233,328,2023-11-12,Yes
411,59,501,2023-07-23,No
412,67,454,2023-04-11,Yes
413,83,782,2024-01-18,Yes
414,303,340,2024-02-23,Yes
415,112,66,2024-03-17,No
416,288,718,2023-01-11,No
417,169,227,2024-02-26,Yes
418,265,729,2023-03-29,No
419,395,111,2024-03-11,Yes
420,163,658,2023-03-24,Yes
421,140,616,2023-05-14,No
422,140,136,2024-03-01,No
423,126,710,2023-12-11,Yes
424,98,284,2023-01-20,Yes
425,50,25,2023-04-01,No
426,121,784,2023-05-07,Yes
427,179,596,2024-04-06,Yes
428,377,583,2023-12-02,No
429,164,274,2023-04-11,No
430,286,659,2023-05-20,No
431,387,258,2023-09-06,No
432,98,349,2023-02-15,Yes
433,177,732,2023-08-14,Yes
434,160,335,2024-03-09,Yes
435,207,695,2023-08-05,Yes
436,378,94,2024-03-05,No
437,392,708,2023-12-08,Yes
438,307,776,2023-08-10,Yes
439,359,723,2024-05-03,No
440,305,414,2023-08-30,Yes
441,73,410,2024-02-06,Yes
442,218,329,2024-03-13,Yes
443,22,619,2024-05-16,Yes
444,115,636,2023-06-01,No
445,166,476,2023-04-21,Yes
446,350,199,2023-09-03,Yes
447,142,242,2024-04-23,Yes
448,69,772,2023-06-30,Yes
449,10,371,2023-05-30,Yes
450,172,162,2023-01-20,Yes
451,384,586,2024-01-19,Yes
452,75,36,2024-01-18,No
453,51,413,2024-04-01,No
454,307,235,2023-09-29,Yes
455,290,580,2024-05-02,No
456,16,284,2023-02-17,No
457,68,22,2023-11-04,Yes
458,57,253,2023-09-18,Yes
459,356,58,2024-05-05,Yes
460,181,373,2024-05-11,No
461,308,51,2024-06-18,Yes
462,330,794,2023-07-12,Yes
463,216,646,2023-07-27,Yes
464,304,536,2023-04-16,Yes
465,201,580,2024-02-11,No
466,390,302,2024-03-31,No
467,293,208,2024-04-11,No
468,266,391,2024-06-25,Yes
469,317,37,2023-11-04,Yes
470,95,509,2023-04-28,No
471,228,324,2023-11-25,Yes
472,169,636,2023-07-18,Yes
473,290,407,2023-07-02,No
474,265,160,2024-01-19,Yes
475,157,566,2023-04-22,No
476,41,695,2023-10-26,No
477,230,597,2023-03-19,No
478,366,40,2024-05-02,No
479,1,759,2023-02-18,Yes
480,114,197,2024-05-24,Yes
481,192,379,2024-06-30,Yes
482,122,383,2023-05-09,Yes
483,140,374,2023-02-20,Yes
484,151,35,2023-01-18,No
485,129,304,2023-03-21,Yes
486,223,794,2024-05-15,No
487,102,797,2024-02-04,Yes
488,379,443,2023-02-20,No
489,119,527,2024-06-09,No
490,260,136,2023-12-25,Yes
491,346,41,2024-05-23,Yes
492,189,385,2024-01-26,Yes
493,32,416,2023-07-25,Yes
494,156,515,2023-02-06,Yes
495,155,673,2023-01-09,No
496,129,336,2023-11-30,No
497,264,540,2023-10-02,Yes
498,213,701,2023-11-14,No
499,23,441,2024-06-11,Yes
500,377,235,2024-05-09,No
501,131,24,2023-07-15,Yes
502,44,379,2023-06-24,Yes
503,182,100,2023-06-05,No
504,6,354,2024-05-29,No
505,326,484,2024-05-11,Yes
506,185,306,2024-05-27,Yes
507,61,410,2023-05-07,No
508,184,177,2023-09-14,Yes
509,169,712,2023-07-14,No
510,270,736,2023-06-26,No
511,333,256,2023-02-22,No
512,41,780,2024-04-04,No
513,348,385,2023-06-12,No
514,292,47,2023-07-12,No
515,56,189,2023-11-28,Yes
516,71,667,2024-05-21,No
517,369,338,2024-02-01,No
518,78,721,2023-12-18,No
519,113,212,2023-02-22,No
520,282,434,2023-12-08,Yes
521,340,178,2023-05-26,No
522,398,76,2023-12-16,No
523,167,469,2023-06-29,Yes
524,96,682,2023-02-11,No
525,111,683,2024-04-06,Yes
526,316,117,2023-10-31,Yes
527,222,221,2023-06-03,Yes
528,284,109,2023-07-15,No
529,172,689,2023-12-05,No
530,301,387,2024-01-07,Yes
531,274,447,2023-09-24,No
532,30,268,2023-10-15,No
533,230,521,2023-02-28,Yes
534,255,689,2023-03-22,No
535,198,378,2023-04-25,No
536,131,629,2023-10-18,Yes
537,7,437,2023-08-18,Yes
538,34,46,2023-11-09,No
539,65,575,2023-04-05,No
540,155,780,2024-06-13,Yes
541,310,484,2023-12-03,Yes
542,79,448,2023-03-12,No
543,43,105,2023-07-22,Yes
544,152,535,2024-06-20,Yes
545,347,337,2024-06-12,Yes
546,62,738,2023-02-08,Yes
547,221,220,2024-03-30,No
548,372,153,2023-12-18,No
549,84,745,2023-04-12,No
550,119,170,2024-03-31,Yes
551,296,116,2023-12-16,No
552,30,325,2023-03-03,Yes
553,210,386,2024-04-08,Yes
554,101,374,2024-02-20,No
555,339,308,2023-01-05,Yes
556,15,666,2023-05-20,No
557,248,478,2023-05-28,No
558,343,544,2023-09-09,Yes
559,299,432,2023-05-07,No
560,134,368,2024-03-28,No
561,306,482,2024-01-19,No
562,46,381,2023-01-17,No
563,358,148,2024-01-22,No
564,296,643,2024-06-04,Yes
565,236,459,2023-09-28,Yes
566,286,249,2023-04-10,Yes
567,376,597,2024-04-26,Yes
568,330,644,2023-12-27,Yes
569,286,139,2023-08-23,Yes
570,257,21,2023-08-14,Yes
571,217,171,2023-06-04,Yes
572,223,522,2023-02-28,No
573,399,83,2024-04-22,Yes
574,145,295,2024-06-21,Yes
575,392,665,2024-06-01,No
576,74,113,2023-04-03,Yes
577,174,605,2023-08-18,Yes
578,313,64,2023-06-09,Yes
579,79,135,2023-07-07,No
580,362,382,2023-06-26,Yes
581,156,162,2024-05-23,No
582,218,312,2024-06-01,Yes
583,340,580,2023-01-23,Yes
584,77,490,2023-10-21,Yes
585,31,148,2023-12-29,No
586,307,117,2023-05-15,Yes
587,372,507,2023-02-03,No
588,334,399,2023-02-11,Yes
589,285,220,2024-02-08,No
590,206,558,2023-07-19,Yes
591,360,115,2023-11-05,Yes
592,14,344,2023-06-23,Yes
593,41,165,2024-03-21,Yes
594,163,650,2023-02-21,Yes
595,261,297,2023-01-09,No
596,376,133,2023-08-30,Yes
597,312,694,2023-08-09,Yes
598,77,178,2023-01-10,No
599,257,682,2024-03-29,Yes
600,263,266,2023-10-22,Yes
601,268,628,2024-04-04,No
602,224,386,2023-09-08,Yes
603,277,437,2023-12-05,Yes
604,204,191,2023-01-16,No
605,36,338,2024-03-04,No
606,33,406,2023-02-04,No
607,132,383,2023-05-30,No
608,305,796,2023-09-14,Yes
609,201,435,2023-05-18,Yes
610,39,644,2023-02-02,No
611,274,751,2024-01-21,Yes
612,59,596,2023-08-05,Yes
613,125,102,2024-02-09,No
614,228,347,2023-05-11,Yes
615,276,124,2023-09-16,Yes
616,287,535,2023-07-13,Yes
617,53,241,2023-08-27,Yes
618,54,71,2024-06-16,Yes
619,376,439,2023-08-07,Yes
620,318,224,2023-10-09,Yes
621,148,296,2024-06-08,Yes
622,281,689,2023-01-28,No
623,350,251,2023-06-24,Yes
624,179,189,2023-04-22,Yes
625,382,116,2023-09-05,Yes
626,176,74,2023-03-07,Yes
627,251,787,2023-09-09,Yes
628,227,324,2023-06-09,No
629,54,326,2024-06-13,Yes
630,355,441,2023-03-29,No
631,222,270,2023-09-12,Yes
632,400,799,2024-01-11,Yes
633,343,365,2023-11-26,No
634,203,308,2023-07-01,Yes
635,140,783,2023-05-26,Yes
636,99,317,2023-08-13,Yes
637,197,274,2023-02-08,No
638,359,534,2023-07-06,No
639,312,324,2023-11-23,Yes
640,300,789,2024-06-24,No
641,166,633,2023-12-12,No
642,22,11,2024-06-01,No
643,81,617,2023-01-03,No
644,21,185,2024-02-27,Yes
645,377,768,2023-09-11,No
646,347,509,2023-12-05,No
647,237,782,2023-07-16,Yes
648,116,524,2023-06-10,Yes
649,141,83,2023-07-12,Yes
650,94,264,2023-11-24,No
651,174,642,2023-12-04,Yes
652,187,384,2023-10-29,Yes
653,335,284,2023-08-11,Yes
654,299,715,2024-03-04,Yes
655,55,90,2024-03-11,Yes
656,203,352,2024-01-30,Yes
657,102,511,2023-04-05,No
658,71,150,2023-07-21,No
659,105,741,2024-05-12,No
660,160,196,2023-09-13,Yes
661,205,133,2023-10-13,Yes
662,144,264,2024-03-24,No
663,218,552,2024-05-28,No
664,376,27,2024-05-27,No
665,379,233,2023-05-20,Yes
666,168,340,2023-02-09,Yes
667,169,184,2023-10-12,Yes
668,182,598,2024-01-17,Yes
669,34,468,2024-02-25,Yes
670,341,253,2023-12-31,Yes
671,20,239,2023-02-18,Yes
672,332,608,2023-07-02,Yes
673,341,500,2023-01-04,No
674,104,512,2024-03-09,No
675,224,296,2023-02-16,Yes
676,393,164,2023-11-25,No
677,189,64,2023-07-07,No
678,123,741,2023-09-10,Yes
679,139,349,2023-06-09,Yes
680,255,102,2024-02-09,No
681,117,132,2023-07-01,Yes
682,139,378,2024-01-27,Yes
683,230,540,2023-07-29,Yes
684,284,768,2023-08-12,No
685,113,141,2023-10-26,No
686,363,788,2023-08-27,Yes
687,106,664,2023-11-20,No
688,35,162,2024-05-17,No
689,267,139,2023-07-17,No
690,288,707,2024-01-24,Yes
691,103,566,2024-04-22,Yes
692,204,41,2023-02-14,No
693,234,714,2023-11-02,Yes
694,20,221,2023-03-06,No
695,230,622,2024-03-06,Yes
696,34,460,2023-07-22,Yes
697,91,462,2023-10-07,Yes
698,373,525,2023-10-19,No
699,98,735,2023-11-16,Yes
700,321,285,2024-06-19,No
701,335,710,2023-10-07,No
702,398,748,2024-02-15,Yes
703,250,711,2024-06-18,No
704,299,311,2024-02-22,No
705,155,316,2024-04-01,Yes
706,195,209,2023-01-25,No
707,123,734,2023-04-14,Yes
708,386,318,2024-01-07,Yes
709,332,734,2024-05-08,Yes
710,123,145,2023-02-04,No
711,319,96,2024-03-18,Yes
712,179,258,2023-04-12,Yes
713,226,190,2023-09-01,No
714,221,493,2024-04-06,Yes
715,110,303,2023-04-04,Yes
716,329,23,2023-12-25,Yes
717,271,38,2024-03-29,No
718,385,192,2023-12-09,Yes
719,37,522,2023-01-16,Yes
720,359,668,2023-12-25,No
721,10,387,2023-04-11,Yes
722,291,606,2023-04-09,No
723,162,420,2023-08-03,Yes
724,233,462,2024-02-27,Yes
725,203,458,2023-02-23,No
726,176,549,2023-09-24,No
727,110,619,2024-05-01,No
728,68,372,2023-09-21,No
729,330,337,2023-06-20,Yes
730,240,343,2023-06-02,Yes
731,138,117,2024-06-24,Yes
732,103,323,2023-02-28,No
733,114,296,2023-08-14,Yes
734,116,238,2024-02-15,Yes
735,382,42,2023-06-17,Yes
736,369,574,2024-04-06,No
737,267,237,2023-12-03,Yes
738,4,430,2023-09-10,Yes
739,215,762,2024-05-21,Yes
740,234,719,2023-07-24,No
741,105,454,2024-06-12,Yes
742,133,180,2023-02-09,No
743,395,60,2023-01-22,No
744,186,577,2023-02-14,No
745,267,760,2023-02-16,Yes
746,48,464,2023-05-07,No
747,122,627,2023-08-11,Yes
748,249,24,2024-03-19,No
749,309,740,2023-08-02,No
750,313,466,2023-03-11,Yes
751,226,196,2023-01-17,No
752,252,709,2023-11-02,Yes
753,305,243,2023-05-07,Yes
754,317,622,2023-07-17,Yes
755,52,485,2023-05-13,No
756,156,262,2023-08-10,No
757,243,563,2024-06-16,No
758,77,2,2024-06-16,Yes
759,298,700,2024-01-26,No
760,334,280,2023-05-10,Yes
761,325,800,2024-04-12,No
762,163,310,2023-01-06,Yes
763,354,725,2023-10-09,Yes
764,9,572,2024-04-24,Yes
765,263,132,2023-08-18,Yes
766,313,480,2023-05-15,No
767,36,694,2023-12-09,No
768,35,238,2024-03-23,Yes
769,270,353,2024-01-02,Yes
770,382,39,2023-05-19,Yes
771,74,2,2023-03-10,No
772,243,77,2023-05-30,Yes
773,81,497,2023-03-20,Yes
774,330,578,2024-06-08,Yes
775,160,779,2023-07-21,No
776,295,19,2024-06-13,No
777,84,62,2023-11-12,Yes
778,34,339,2024-01-13,Yes
779,255,698,2024-05-12,No
780,143,698,2024-06-27,No
781,177,357,2024-06-03,Yes
782,60,141,2023-09-02,Yes
783,142,572,2024-01-14,Yes
784,399,549,2023-08-01,Yes
785,12,375,2023-12-11,Yes
786,253,631,2023-10-13,No
787,271,632,2023-01-11,Yes
788,390,162,2024-04-18,Yes
789,248,626,2023-07-15,Yes
790,189,233,2023-09-03,Yes
791,264,138,2023-07-08,Yes
792,377,681,2023-09-22,Yes
793,110,248,2023-09-29,No
794,306,206,2023-12-12,Yes
795,223,449,2023-07-25,Yes
796,101,15,2023-05-05,No
797,323,1,2023-08-06,Yes
798,152,573,2023-06-25,No
799,351,322,2023-11-07,Yes
800,168,247,2024-02-02,Yes
801,379,353,2024-01-28,Yes
802,152,70,2024-05-02,Yes
803,184,794,2023-04-23,Yes
804,301,597,2023-10-03,No
805,396,632,2023-12-08,Yes
806,167,126,2023-10-09,No
807,219,216,2023-12-17,Yes
808,380,67,2024-04-13,No
809,1,787,2023-02-20,Yes
810,129,154,2023-07-23,Yes
811,120,234,2023-10-04,Yes
812,165,376,2023-10-14,No
813,140,427,2023-01-07,Yes
814,68,415,2023-11-12,Yes
815,71,120,2024-01-16,No
816,237,327,2023-08-02,Yes
817,176,193,2024-05-14,No
818,40,460,2024-01-08,No
819,143,57,2023-12-11,Yes
820,154,476,2023-04-23,Yes
821,183,161,2024-06-20,Yes
822,351,428,2023-09-12,No
823,377,48,2023-01-20,Yes
824,170,129,2023-02-10,Yes
825,25,94,2023-07-03,No
826,25,17,2023-01-23,No
827,273,83,2023-04-03,Yes
828,331,429,2024-01-06,No
829,277,331,2023-07-07,No
830,272,557,2023-08-14,Yes
831,367,766,2024-06-05,No
832,225,610,2023-12-20,No
833,391,439,2023-06-09,Yes
834,331,180,2023-07-06,Yes
835,389,207,2024-06-01,Yes
836,98,381,2023-09-01,Yes
837,79,539,2023-08-28,No
838,136,615,2023-05-31,No
839,385,683,2023-06-25,No
840,161,228,2024-02-19,Yes
841,175,620,2024-03-20,Yes
842,316,681,2023-05-14,No
843,43,323,2024-05-28,Yes
844,133,726,2023-06-23,No
845,346,148,2024-01-24,No
846,359,218,2023-12-05,Yes
847,22,571,2023-01-17,Yes
848,191,408,2024-04-16,No
849,258,410,2023-12-12,Yes
850,355,78,2023-11-13,Yes
851,102,626,2023-10-30,Yes
852,3,261,2023-12-30,No
853,1,669,2023-02-15,No
854,233,154,2024-02-19,Yes
855,139,560,2023-06-17,No
856,254,288,2023-08-19,No
857,227,748,2023-01-23,Yes
858,115,36,2023-03-17,No
859,349,239,2024-03-17,No
860,17,761,2023-07-20,Yes
861,235,599,2024-02-02,No
